ticker,name,asset_class,weight,price,shares,market_value,notional_value,sector,sedol,isin,exchange
ORLY,OREILLY AUTOMOTIVE INC,Equity,0.1,393.9,25016,9853802.4,9853802.4,Consumer Discretionary,B65LWX6,US67103H1077,NASDAQ
OKE,ONEOK INC,Equity,0.1,73.93,133027,9834686.11,9834686.11,Energy,2130109,US6826801036,New York Stock Exchange Inc.
AMD,ADVANCED MICRO DEVICES INC,Equity,0.1,30.21,322992,9757588.32,9757588.32,Information Technology,2007849,US0079031078,NASDAQ
STI,SUNTRUST BANKS INC,Equity,0.1,68.16,142947,9743267.52,9743267.52,Financials,2860990,US8679141031,New York Stock Exchange Inc.
IR,INGERSOLL RAND PLC,Equity,0.1,123.5,77614,9585329,9585329,Industrials,B633030,IE00B6330302,New York Stock Exchange Inc.
ED,CONSOLIDATED EDISON INC,Equity,0.1,90.19,105647,9528302.93,9528302.93,Utilities,2216850,US2091151041,New York Stock Exchange Inc.
WMB,WILLIAMS INC,Equity,0.1,24.29,391173,9501592.17,9501592.17,Energy,2967181,US9694571004,New York Stock Exchange Inc.
ZBH,ZIMMER BIOMET HOLDINGS INC,Equity,0.1,142.61,66349,9462030.89,9462030.89,Health Care,2783815,US98956P1021,New York Stock Exchange Inc.
AVB,AVALONBAY COMMUNITIES REIT INC,Equity,0.1,209.53,45153,9460908.09,9460908.09,Real Estate,2131179,US0534841012,New York Stock Exchange Inc.
EA,ELECTRONIC ARTS INC,Equity,0.1,98.34,95699,9411039.66,9411039.66,Communication,2310194,US2855121099,NASDAQ
WEC,WEC ENERGY GROUP INC,Equity,0.1,91.55,102189,9355402.95,9355402.95,Utilities,BYY8XK8,US92939U1060,New York Stock Exchange Inc.
HPQ,HP INC,Equity,0.1,18.75,496563,9310556.25,9310556.25,Information Technology,BYX4D52,US40434L1052,New York Stock Exchange Inc.
MCK,MCKESSON CORP,Equity,0.09,146.1,62322,9105244.2,9105244.2,Health Care,2378534,US58155Q1031,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.09,1129.07,8053,9092400.71,9092400.71,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
PPG,PPG INDUSTRIES INC,Equity,0.09,118.21,76052,8990106.92,8990106.92,Materials,2698470,US6935061076,New York Stock Exchange Inc.
VFC,VF CORP,Equity,0.09,90.35,99165,8959557.75,8959557.75,Consumer Discretionary,2928683,US9182041080,New York Stock Exchange Inc.
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Equity,0.09,245.9,36178,8896170.2,8896170.2,Real Estate,BZ6TS23,US78410G1040,NASDAQ
APH,AMPHENOL CORP CLASS A,Equity,0.09,93.95,93988,8830172.6,8830172.6,Information Technology,2145084,US0320951017,New York Stock Exchange Inc.
TROW,T ROWE PRICE GROUP INC,Equity,0.09,118.12,74699,8823445.88,8823445.88,Financials,2702337,US74144T1088,NASDAQ
MSI,MOTOROLA SOLUTIONS INC,Equity,0.09,166.14,53064,8816052.96,8816052.96,Information Technology,B5BKPQ4,US6200763075,New York Stock Exchange Inc.
DFS,DISCOVER FINANCIAL SERVICES,Equity,0.09,84.5,104174,8802703,8802703,Financials,B1YLC43,US2547091080,New York Stock Exchange Inc.
HLT,HILTON WORLDWIDE HOLDINGS INC,Equity,0.09,94.77,92602,8775891.54,8775891.54,Consumer Discretionary,BYVMW06,US43300A2033,New York Stock Exchange Inc.
WDAY,WORKDAY INC CLASS A,Equity,0.09,170.38,51425,8761791.5,8761791.5,Information Technology,B8K6ZD1,US98138H1014,NASDAQ
IQV,IQVIA HOLDINGS INC,Equity,0.09,150.73,57874,8723348.02,8723348.02,Health Care,BDR73G1,US46266C1053,New York Stock Exchange Inc.
LUV,SOUTHWEST AIRLINES,Equity,0.09,54.98,157338,8650443.24,8650443.24,Industrials,2831543,US8447411088,New York Stock Exchange Inc.
INFO,IHS MARKIT LTD,Equity,0.09,67.57,127596,8621661.72,8621661.72,Industrials,BD0Q558,BMG475671050,New York Stock Exchange Inc.
XLNX,XILINX INC,Equity,0.09,105.03,81880,8599856.4,8599856.4,Information Technology,2985677,US9839191015,NASDAQ
DLTR,DOLLAR TREE INC,Equity,0.09,111.94,76647,8579865.18,8579865.18,Consumer Discretionary,2272476,US2567461080,NASDAQ
ES,EVERSOURCE ENERGY,Equity,0.09,82.86,103283,8558029.38,8558029.38,Utilities,BVVN4Q8,US30040W1080,New York Stock Exchange Inc.
PAYX,PAYCHEX INC,Equity,0.09,81.69,103866,8484813.54,8484813.54,Information Technology,2674458,US7043261079,NASDAQ
GPN,GLOBAL PAYMENTS INC,Equity,0.09,168.03,50470,8480474.1,8480474.1,Information Technology,2712013,US37940X1028,New York Stock Exchange Inc.
DLR,DIGITAL REALTY TRUST REIT INC,Equity,0.09,126.53,66956,8471942.68,8471942.68,Real Estate,B03GQS4,US2538681030,New York Stock Exchange Inc.
VTR,VENTAS REIT INC,Equity,0.08,71.17,115742,8237358.14,8237358.14,Real Estate,2927925,US92276F1003,New York Stock Exchange Inc.
WLTW,WILLIS TOWERS WATSON PLC,Equity,0.08,194.69,42089,8194307.41,8194307.41,Financials,BDB6Q21,IE00BDB6Q211,NASDAQ
CMI,CUMMINS INC,Equity,0.08,165.05,49565,8180703.25,8180703.25,Industrials,2240202,US2310211063,New York Stock Exchange Inc.
TDG,TRANSDIGM GROUP INC,Equity,0.08,514.76,15879,8173874.04,8173874.04,Industrials,B11FJK3,US8936411003,New York Stock Exchange Inc.
FE,FIRSTENERGY CORP,Equity,0.08,47.63,171228,8155589.64,8155589.64,Utilities,2100920,US3379321074,New York Stock Exchange Inc.
VRSK,VERISK ANALYTICS INC,Equity,0.08,157.43,51679,8135824.97,8135824.97,Industrials,B4P9W92,US92345Y1064,NASDAQ
EIX,EDISON INTERNATIONAL,Equity,0.08,72.54,111759,8106997.86,8106997.86,Utilities,2829515,US2810201077,New York Stock Exchange Inc.
TMUS,T MOBILE US INC,Equity,0.08,79.69,100883,8039366.27,8039366.27,Communication,B94Q9V0,US8725901040,NASDAQ
A,AGILENT TECHNOLOGIES INC,Equity,0.08,77.57,102565,7955967.05,7955967.05,Health Care,2520153,US00846U1016,New York Stock Exchange Inc.
FLT,FLEETCOR TECHNOLOGIES INC,Equity,0.08,288.95,27515,7950459.25,7950459.25,Information Technology,B4R28B3,US3390411052,New York Stock Exchange Inc.
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Equity,0.08,83.78,94707,7934552.46,7934552.46,Materials,B3SPXZ3,NL0009434992,New York Stock Exchange Inc.
KLAC,KLA CORP,Equity,0.08,149.61,52768,7894620.48,7894620.48,Information Technology,2480138,US4824801009,NASDAQ
BLL,BALL CORP,Equity,0.08,73.36,106483,7811592.88,7811592.88,Materials,2073022,US0584981064,New York Stock Exchange Inc.
PCAR,PACCAR INC,Equity,0.08,71.19,109211,7774731.09,7774731.09,Industrials,2665861,US6937181088,NASDAQ
TSN,TYSON FOODS INC CLASS A,Equity,0.08,83.47,92739,7740924.33,7740924.33,Consumer Staples,2909730,US9024941034,New York Stock Exchange Inc.
TSS,TOTAL SYSTEM SERVICES INC,Equity,0.08,135.84,56350,7654584,7654584,Information Technology,2897697,US8919061098,New York Stock Exchange Inc.
APTV,APTIV PLC,Equity,0.08,91.15,83905,7647940.75,7647940.75,Consumer Discretionary,B783TY6,JE00B783TY65,New York Stock Exchange Inc.
DTE,DTE ENERGY,Equity,0.08,129.23,58863,7606865.49,7606865.49,Utilities,2280220,US2333311072,New York Stock Exchange Inc.
PH,PARKER-HANNIFIN CORP,Equity,0.08,181.6,41647,7563095.2,7563095.2,Industrials,2671501,US7010941042,New York Stock Exchange Inc.
O,REALTY INCOME REIT CORP,Equity,0.08,74.49,101475,7558872.75,7558872.75,Real Estate,2724193,US7561091049,New York Stock Exchange Inc.
LULU,LULULEMON ATHLETICA INC,Equity,0.08,198.73,38034,7558496.82,7558496.82,Consumer Discretionary,B23FN39,US5500211090,NASDAQ
ALXN,ALEXION PHARMACEUTICALS INC,Equity,0.08,108.26,69692,7544855.92,7544855.92,Health Care,2036070,US0153511094,NASDAQ
GLW,CORNING INC,Equity,0.08,30.25,248912,7529588,7529588,Information Technology,2224701,US2193501051,New York Stock Exchange Inc.
SYF,SYNCHRONY FINANCIAL,Equity,0.08,33.85,221971,7513718.35,7513718.35,Financials,BP96PS6,US87165B1035,New York Stock Exchange Inc.
REGN,REGENERON PHARMACEUTICALS INC,Equity,0.08,284.18,26366,7492689.88,7492689.88,Health Care,2730190,US75886F1075,NASDAQ
IDXX,IDEXX LABORATORIES INC,Equity,0.08,271.05,27520,7459296,7459296,Health Care,2459202,US45168D1046,NASDAQ
ADM,ARCHER DANIELS MIDLAND,Equity,0.08,41.45,179399,7436088.55,7436088.55,Consumer Staples,2047317,US0394831020,New York Stock Exchange Inc.
STT,STATE STREET CORP,Equity,0.08,60.27,121748,7337751.96,7337751.96,Financials,2842040,US8574771031,New York Stock Exchange Inc.
CTVA,CORTEVA INC,Equity,0.08,29.9,244485,7310101.5,7310101.5,Materials,BK73B42,US22052L1044,New York Stock Exchange Inc.
PPL,PPL CORP,Equity,0.07,30.88,233539,7211684.32,7211684.32,Utilities,2680905,US69351T1060,New York Stock Exchange Inc.
SWK,STANLEY BLACK & DECKER INC,Equity,0.07,147.12,48986,7206820.32,7206820.32,Industrials,B3Q2FJ4,US8545021011,New York Stock Exchange Inc.
MCHP,MICROCHIP TECHNOLOGY INC,Equity,0.07,95.47,75117,7171419.99,7171419.99,Information Technology,2592174,US5950171042,NASDAQ
MNST,MONSTER BEVERAGE CORP,Equity,0.07,57.45,124546,7155167.7,7155167.7,Consumer Staples,BZ07BW4,US61174X1090,NASDAQ
AWK,AMERICAN WATER WORKS INC,Equity,0.07,121.76,58657,7142076.32,7142076.32,Utilities,B2R3PV1,US0304201033,New York Stock Exchange Inc.
CERN,CERNER CORP,Equity,0.07,68.01,104332,7095619.32,7095619.32,Health Care,2185284,US1567821046,NASDAQ
PXD,PIONEER NATURAL RESOURCE,Equity,0.07,130.35,54395,7090388.25,7090388.25,Energy,2690830,US7237871071,New York Stock Exchange Inc.
HSY,HERSHEY FOODS,Equity,0.07,151.26,46537,7039186.62,7039186.62,Consumer Staples,2422806,US4278661081,New York Stock Exchange Inc.
UAL,UNITED AIRLINES HOLDINGS INC,Equity,0.07,89.38,78684,7032775.92,7032775.92,Industrials,B4QG225,US9100471096,NASDAQ
ETR,ENTERGY CORP,Equity,0.07,113.89,61194,6969384.66,6969384.66,Utilities,2317087,US29364G1031,New York Stock Exchange Inc.
HIG,HARTFORD FINANCIAL SERVICES GROUP,Equity,0.07,59.93,116105,6958172.65,6958172.65,Financials,2476193,US4165151048,New York Stock Exchange Inc.
MTB,M&T BANK CORP,Equity,0.07,156.79,44325,6949716.75,6949716.75,Financials,2340168,US55261F1049,New York Stock Exchange Inc.
CTAS,CINTAS CORP,Equity,0.07,246.51,27800,6852978,6852978,Industrials,2197137,US1729081059,NASDAQ
ESS,ESSEX PROPERTY TRUST REIT INC,Equity,0.07,324.02,21094,6834877.88,6834877.88,Real Estate,2316619,US2971781057,New York Stock Exchange Inc.
CSGP,COSTAR GROUP INC,Equity,0.07,583.67,11665,6808510.55,6808510.55,Industrials,2262864,US22160N1090,NASDAQ
HPE,HEWLETT PACKARD ENTERPRISE,Equity,0.07,15.36,442195,6792115.2,6792115.2,Information Technology,BYVYWS0,US42824C1099,New York Stock Exchange Inc.
BXP,BOSTON PROPERTIES REIT INC,Equity,0.07,133.43,50341,6716999.63,6716999.63,Real Estate,2019479,US1011211018,New York Stock Exchange Inc.
WY,WEYERHAEUSER REIT,Equity,0.07,27.87,240616,6705967.92,6705967.92,Real Estate,2958936,US9621661043,New York Stock Exchange Inc.
SNPS,SYNOPSYS INC,Equity,0.07,137.39,48510,6664788.9,6664788.9,Information Technology,2867719,US8716071076,NASDAQ
FTV,FORTIVE CORP,Equity,0.07,69.98,94995,6647750.1,6647750.1,Industrials,BYT3MK1,US34959J1088,New York Stock Exchange Inc.
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.07,805.45,8238,6635297.1,6635297.1,Consumer Discretionary,B0X7DZ3,US1696561059,New York Stock Exchange Inc.
FITB,FIFTH THIRD BANCORP,Equity,0.07,28.03,236359,6625142.77,6625142.77,Financials,2336747,US3167731005,NASDAQ
AME,AMETEK INC,Equity,0.07,89.82,73661,6616231.02,6616231.02,Industrials,2089212,US0311001004,New York Stock Exchange Inc.
LVS,LAS VEGAS SANDS CORP,Equity,0.07,60.15,109787,6603688.05,6603688.05,Consumer Discretionary,B02T2J7,US5178341070,New York Stock Exchange Inc.
CLX,CLOROX,Equity,0.07,160.2,41197,6599759.4,6599759.4,Consumer Staples,2204026,US1890541097,New York Stock Exchange Inc.
KR,KROGER,Equity,0.07,25.59,256295,6558589.05,6558589.05,Consumer Staples,2497406,US5010441013,New York Stock Exchange Inc.
VRSN,VERISIGN INC,Equity,0.07,191.18,33865,6474310.7,6474310.7,Information Technology,2142922,US92343E1029,NASDAQ
CCL,CARNIVAL CORP,Equity,0.07,49.62,128888,6395422.56,6395422.56,Consumer Discretionary,2523044,PA1436583006,New York Stock Exchange Inc.
ROK,ROCKWELL AUTOMATION INC,Equity,0.07,166.13,38470,6391021.1,6391021.1,Industrials,2754060,US7739031091,New York Stock Exchange Inc.
NTRS,NORTHERN TRUST CORP,Equity,0.07,97.56,65323,6372911.88,6372911.88,Financials,2648668,US6658591044,NASDAQ
AMP,AMERIPRISE FINANCE INC,Equity,0.06,146.38,43111,6310588.18,6310588.18,Financials,B0J7D57,US03076C1062,New York Stock Exchange Inc.
MKC,MCCORMICK & CO NON-VOTING INC,Equity,0.06,157.81,39856,6289675.36,6289675.36,Consumer Staples,2550161,US5797802064,New York Stock Exchange Inc.
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,0.06,113.27,55266,6259979.82,6259979.82,Consumer Discretionary,2754907,LR0008862868,New York Stock Exchange Inc.
FAST,FASTENAL,Equity,0.06,33.63,185902,6251884.26,6251884.26,Industrials,2332262,US3119001044,NASDAQ
PANW,PALO ALTO NETWORKS INC,Equity,0.06,209.24,29863,6248534.12,6248534.12,Information Technology,B87ZMX0,US6974351057,New York Stock Exchange Inc.
SQ,SQUARE INC CLASS A,Equity,0.06,57.79,107295,6200578.05,6200578.05,Information Technology,BYNZGK1,US8522341036,New York Stock Exchange Inc.
VMC,VULCAN MATERIALS,Equity,0.06,144.91,42739,6193308.49,6193308.49,Materials,2931205,US9291601097,New York Stock Exchange Inc.
MSCI,MSCI INC,Equity,0.06,232.39,26641,6191101.99,6191101.99,Financials,B2972D2,US55354G1004,New York Stock Exchange Inc.
WDC,WESTERN DIGITAL CORP,Equity,0.06,64.7,95095,6152646.5,6152646.5,Information Technology,2954699,US9581021055,NASDAQ
RMD,RESMED INC,Equity,0.06,133.96,45833,6139788.68,6139788.68,Health Care,2732903,US7611521078,New York Stock Exchange Inc.
AEE,AMEREN CORP,Equity,0.06,76.5,79003,6043729.5,6043729.5,Utilities,2050832,US0236081024,New York Stock Exchange Inc.
KEYS,KEYSIGHT TECHNOLOGIES INC,Equity,0.06,99.04,60638,6005587.52,6005587.52,Information Technology,BQZJ0Q9,US49338L1035,New York Stock Exchange Inc.
CDNS,CADENCE DESIGN SYSTEMS INC,Equity,0.06,66.15,90366,5977710.9,5977710.9,Information Technology,2302232,US1273871087,NASDAQ
CNC,CENTENE CORP,Equity,0.06,44.89,132847,5963501.83,5963501.83,Health Care,2807061,US15135B1017,New York Stock Exchange Inc.
CBRE,CBRE GROUP INC CLASS A,Equity,0.06,54.72,107836,5900785.92,5900785.92,Real Estate,B6WVMH3,US12504L1098,New York Stock Exchange Inc.
RSG,REPUBLIC SERVICES INC,Equity,0.06,85.92,68667,5899868.64,5899868.64,Industrials,2262530,US7607591002,New York Stock Exchange Inc.
EXPE,EXPEDIA GROUP INC,Equity,0.06,131.65,44694,5883965.1,5883965.1,Consumer Discretionary,B748CK2,US30212P3038,NASDAQ
VEEV,VEEVA SYSTEMS INC CLASS A,Equity,0.06,142.9,41018,5861472.2,5861472.2,Health Care,BFH3N85,US9224751084,New York Stock Exchange Inc.
KHC,KRAFT HEINZ,Equity,0.06,29.03,201199,5840806.97,5840806.97,Consumer Staples,BYRY499,US5007541064,NASDAQ
KEY,KEYCORP,Equity,0.06,18.03,323342,5829856.26,5829856.26,Financials,2490911,US4932671088,New York Stock Exchange Inc.
CHD,CHURCH AND DWIGHT INC,Equity,0.06,72.65,79995,5811636.75,5811636.75,Consumer Staples,2195841,US1713401024,New York Stock Exchange Inc.
OMC,OMNICOM GROUP INC,Equity,0.06,80.81,71420,5771450.2,5771450.2,Communication,2279303,US6819191064,New York Stock Exchange Inc.
ANSS,ANSYS INC,Equity,0.06,211.08,26956,5689872.48,5689872.48,Information Technology,2045623,US03662Q1058,NASDAQ
MTD,METTLER TOLEDO INC,Equity,0.06,711.74,7945,5654774.3,5654774.3,Health Care,2126249,US5926881054,New York Stock Exchange Inc.
CMS,CMS ENERGY CORP,Equity,0.06,61.63,91669,5649560.47,5649560.47,Utilities,2219224,US1258961002,New York Stock Exchange Inc.
YUMC,YUM CHINA HOLDINGS INC,Equity,0.06,47.91,117918,5649451.38,5649451.38,Consumer Discretionary,BYW4289,US98850P1093,New York Stock Exchange Inc.
CINF,CINCINNATI FINANCIAL CORP,Equity,0.06,113.24,49500,5605380,5605380,Financials,2196888,US1720621010,NASDAQ
HAL,HALLIBURTON,Equity,0.06,19.75,281321,5556089.75,5556089.75,Energy,2405302,US4062161017,New York Stock Exchange Inc.
EFX,EQUIFAX INC,Equity,0.06,141.94,38915,5523595.1,5523595.1,Industrials,2319146,US2944291051,New York Stock Exchange Inc.
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Equity,0.06,153.38,35956,5514931.28,5514931.28,Real Estate,2009210,US0152711091,New York Stock Exchange Inc.
IAC,IAC INTERACTIVE,Equity,0.06,229.96,23979,5514210.84,5514210.84,Communication,B0F0F09,US44919P5089,NASDAQ
SPLK,SPLUNK INC,Equity,0.06,113.91,48343,5506751.13,5506751.13,Information Technology,B424494,US8486371045,NASDAQ
HES,HESS CORP,Equity,0.06,63.48,86592,5496860.16,5496860.16,Energy,2023748,US42809H1077,New York Stock Exchange Inc.
MRVL,MARVELL TECHNOLOGY GROUP LTD,Equity,0.06,25.97,211231,5485669.07,5485669.07,Information Technology,2594653,BMG5876H1051,NASDAQ
LH,LABORATORY CORPORATION OF AMERICA,Equity,0.06,172.8,31624,5464627.2,5464627.2,Health Care,2586122,US50540R4092,New York Stock Exchange Inc.
DHI,D R HORTON INC,Equity,0.06,49.77,109664,5457977.28,5457977.28,Consumer Discretionary,2250687,US23331A1097,New York Stock Exchange Inc.
IP,INTERNATIONAL PAPER,Equity,0.06,42.33,128016,5418917.28,5418917.28,Materials,2465254,US4601461035,New York Stock Exchange Inc.
RF,REGIONS FINANCIAL CORP,Equity,0.06,16.25,330926,5377547.5,5377547.5,Financials,B01R311,US7591EP1005,New York Stock Exchange Inc.
CFG,CITIZENS FINANCIAL GROUP INC,Equity,0.06,36.37,147599,5368175.63,5368175.63,Financials,BQRX1X3,US1746101054,New York Stock Exchange Inc.
CDW,CDW CORP,Equity,0.06,114.32,46892,5360693.44,5360693.44,Information Technology,BBM5MD6,US12514G1085,NASDAQ
HCP,HCP REIT INC,Equity,0.05,34.61,154349,5342018.89,5342018.89,Real Estate,2417578,US40414L1098,New York Stock Exchange Inc.
NUE,NUCOR CORP,Equity,0.05,53.69,98649,5296464.81,5296464.81,Materials,2651086,US6703461052,New York Stock Exchange Inc.
MLM,MARTIN MARIETTA MATERIALS INC,Equity,0.05,261.27,20075,5244995.25,5244995.25,Materials,2572079,US5732841060,New York Stock Exchange Inc.
MXIM,MAXIM INTEGRATED PRODUCTS INC,Equity,0.05,59.78,87494,5230391.32,5230391.32,Information Technology,2573760,US57772K1016,NASDAQ
AJG,ARTHUR J GALLAGHER,Equity,0.05,87.81,59237,5201600.97,5201600.97,Financials,2359506,US3635761097,New York Stock Exchange Inc.
WAT,WATER CORP,Equity,0.05,232.78,22187,5164689.86,5164689.86,Health Care,2937689,US9418481035,New York Stock Exchange Inc.
PFG,PRINCIPAL FINANCIAL GROUP INC,Equity,0.05,57.36,89880,5155516.8,5155516.8,Financials,2803014,US74251V1026,NASDAQ
CPRT,COPART INC,Equity,0.05,80.88,63649,5147931.12,5147931.12,Industrials,2208073,US2172041061,NASDAQ
CE,CELANESE CORP,Equity,0.05,124.2,41266,5125237.2,5125237.2,Materials,B05MZT4,US1508701034,New York Stock Exchange Inc.
EVRG,EVERGY INC,Equity,0.05,64.88,78551,5096388.88,5096388.88,Utilities,BFMXGR0,US30034W1062,New York Stock Exchange Inc.
FANG,DIAMONDBACK ENERGY INC,Equity,0.05,96.17,52946,5091816.82,5091816.82,Energy,B7Y8YR3,US25278X1090,NASDAQ
ACGL,ARCH CAPITAL GROUP LTD,Equity,0.05,40.44,125771,5086179.24,5086179.24,Financials,2740542,BMG0450A1053,NASDAQ
K,KELLOGG,Equity,0.05,63.7,79595,5070201.5,5070201.5,Consumer Staples,2486813,US4878361082,New York Stock Exchange Inc.
MKL,MARKEL CORP,Equity,0.05,1162.94,4358,5068092.52,5068092.52,Financials,2566436,US5705351048,New York Stock Exchange Inc.
BBY,BEST BUY INC,Equity,0.05,67.86,74513,5056452.18,5056452.18,Consumer Discretionary,2094670,US0865161014,New York Stock Exchange Inc.
TFX,TELEFLEX INC,Equity,0.05,337.78,14875,5024477.5,5024477.5,Health Care,2881407,US8793691069,New York Stock Exchange Inc.
FRC,FIRST REPUBLIC BANK,Equity,0.05,93.71,53557,5018826.47,5018826.47,Financials,B4WHY15,US33616C1009,New York Stock Exchange Inc.
DRI,DARDEN RESTAURANTS INC,Equity,0.05,126.06,39797,5016809.82,5016809.82,Consumer Discretionary,2289874,US2371941053,New York Stock Exchange Inc.
LEN,LENNAR A CORP,Equity,0.05,54.58,91559,4997290.22,4997290.22,Consumer Discretionary,2511920,US5260571048,New York Stock Exchange Inc.
HBAN,HUNTINGTON BANCSHARES INC,Equity,0.05,14.65,337697,4947261.05,4947261.05,Financials,2445966,US4461501045,NASDAQ
SPOT,SPOTIFY TECHNOLOGY SA,Equity,0.05,128.55,38023,4887856.65,4887856.65,Communication,BFZ1K46,LU1778762911,New York Stock Exchange Inc.
MGM,MGM RESORTS INTERNATIONAL,Equity,0.05,29.17,167523,4886645.91,4886645.91,Consumer Discretionary,2547419,US5529531015,New York Stock Exchange Inc.
CNP,CENTERPOINT ENERGY INC,Equity,0.05,29.88,163503,4885469.64,4885469.64,Utilities,2440637,US15189T1079,New York Stock Exchange Inc.
FCX,FREEPORT MCMORAN INC,Equity,0.05,10.37,468104,4854238.48,4854238.48,Materials,2352118,US35671D8570,New York Stock Exchange Inc.
WPC,W. P. CAREY REIT INC,Equity,0.05,88.72,54702,4853161.44,4853161.44,Real Estate,B826YT8,US92936U1097,New York Stock Exchange Inc.
TRU,TRANSUNION,Equity,0.05,80.47,60283,4850973.01,4850973.01,Industrials,BYMWL86,US89400J1079,New York Stock Exchange Inc.
COO,COOPER INC,Equity,0.05,305,15837,4830285,4830285,Health Care,2222631,US2166484020,New York Stock Exchange Inc.
LNG,CHENIERE ENERGY INC,Equity,0.05,64.1,75069,4811922.9,4811922.9,Energy,2654364,US16411R2085,Nyse Mkt Llc
CBS,CBS CORP CLASS B,Equity,0.05,43.82,108983,4775635.06,4775635.06,Communication,B0SRLH6,US1248572026,New York Stock Exchange Inc.
